"State","Condition","Measure ID","Measure Name","Score","Footnote","Start Date","End Date"
ND,Emergency Department,OP_18a_MEDIUM_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (moderate)",170,,01/01/2024,12/31/2024
ND,Emergency Department,OP_18a_VERY_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (very high)",183,,01/01/2024,12/31/2024
ND,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,110,"25, 26",01/01/2024,12/31/2024
ND,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,"25, 26",01/01/2024,12/31/2024
ND,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),103,"25, 26",01/01/2024,12/31/2024
ND,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),168,"25, 26",01/01/2024,12/31/2024
ND,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (very high),175,"25, 26",01/01/2024,12/31/2024
ND,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,157,25,01/01/2024,12/31/2024
ND,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),Not Available,25,01/01/2024,12/31/2024
ND,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),146,25,01/01/2024,12/31/2024
ND,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),211,25,01/01/2024,12/31/2024
ND,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),310,25,01/01/2024,12/31/2024
ND,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,170,,01/01/2024,12/31/2024
ND,Emergency Department,OP_18d_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (high),Not Available,5,01/01/2024,12/31/2024
ND,Emergency Department,OP_18d_LOW_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (low),171,,01/01/2024,12/31/2024
ND,Emergency Department,OP_18d_MEDIUM_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (moderate),330,,01/01/2024,12/31/2024
ND,Emergency Department,OP_18d_VERY_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (very high),246,,01/01/2024,12/31/2024
ND,Emergency Department,OP_22,Percentage of patients who left the emergency department before being seen Lower percentages are better,3,"25, 26",01/01/2023,12/31/2023
ND,Emergency Department,OP_23,Percentage of patients who came to the emergency department with stroke symptoms who received brain scan results within 45 minutes of arrival Higher percentages are better,70,25,01/01/2024,12/31/2024
ND,Colonoscopy care,OP_29,Percentage of patients receiving appropriate recommendation for follow-up screening colonoscopy Higher percentages are better,97,"25, 26",01/01/2023,12/31/2023
ND,Cataract surgery outcome,OP_31,Percentage of patients who had cataract surgery and had improvement in visual function within 90 days following the surgery Higher percentages are better,Not Available,5,01/01/2023,12/31/2023
ND,Electronic Clinical Quality Measure,SAFE_USE_OF_OPIOIDS,Safe Use of Opioids - Concurrent Prescribing,14,,01/01/2024,12/31/2024
ND,Sepsis Care,SEP_1,Percentage of patients who received appropriate care for severe sepsis and septic shock. Higher percentages are better,59,"25, 26",01/01/2024,12/31/2024
ND,Sepsis Care,SEP_SH_3HR,Septic Shock 3-Hour Bundle,57,"25, 26",01/01/2024,12/31/2024
ND,Sepsis Care,SEP_SH_6HR,Septic Shock 6-Hour Bundle,86,"25, 26",01/01/2024,12/31/2024
ND,Sepsis Care,SEV_SEP_3HR,Severe Sepsis 3-Hour Bundle,82,"25, 26",01/01/2024,12/31/2024
ND,Sepsis Care,SEV_SEP_6HR,Severe Sepsis 6-Hour Bundle,90,"25, 26",01/01/2024,12/31/2024
NE,Healthcare Personnel Vaccination,IMM_3,Healthcare workers given influenza vaccination Higher percentages are better,74,,10/01/2024,03/31/2025
NE,Emergency Department,OP_18a,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better",117,,01/01/2024,12/31/2024
NE,Emergency Department,OP_18a_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (high)",Not Available,5,01/01/2024,12/31/2024
NE,Emergency Department,OP_18a_LOW_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (low)",113,,01/01/2024,12/31/2024
NE,Emergency Department,OP_18a_MEDIUM_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (moderate)",159,,01/01/2024,12/31/2024
NE,Emergency Department,OP_18a_VERY_HIGH_MIN,"Average (median) time all patients spent in the emergency department before leaving from the visit, including psychiatric/mental health patients and patients who were transferred to another facility. A lower number of minutes is better (very high)",164,,01/01/2024,12/31/2024
NE,Emergency Department,OP_18b,Average (median) time patients spent in the emergency department before leaving from the visit A lower number of minutes is better,112,"25, 26",01/01/2024,12/31/2024
NE,Emergency Department,OP_18b_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (high),Not Available,"25, 26",01/01/2024,12/31/2024
NE,Emergency Department,OP_18b_LOW_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (low),107,"25, 26",01/01/2024,12/31/2024
NE,Emergency Department,OP_18b_MEDIUM_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (moderate),155,"25, 26",01/01/2024,12/31/2024
NE,Emergency Department,OP_18b_VERY_HIGH_MIN,Average time patients spent in the emergency department before being sent home A lower number of minutes is better (very high),163,"25, 26",01/01/2024,12/31/2024
NE,Emergency Department,OP_18c,Average (median) time patients spent in the emergency department before leaving from the visit- Psychiatric/Mental Health Patients.  A lower number of minutes is better,153,25,01/01/2024,12/31/2024
NE,Emergency Department,OP_18c_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (high),Not Available,25,01/01/2024,12/31/2024
NE,Emergency Department,OP_18c_LOW_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (low),150,25,01/01/2024,12/31/2024
NE,Emergency Department,OP_18c_MEDIUM_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (moderate),206,25,01/01/2024,12/31/2024
NE,Emergency Department,OP_18c_VERY_HIGH_MIN,Average time patients spent in the emergency department before leaving from the visit - Psychiatric/Mental Health Patients.  A lower number of minutes is better (very high),187,25,01/01/2024,12/31/2024
NE,Emergency Department,OP_18d,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better,202,,01/01/2024,12/31/2024
NE,Emergency Department,OP_18d_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (high),Not Available,5,01/01/2024,12/31/2024
NE,Emergency Department,OP_18d_LOW_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (low),205,,01/01/2024,12/31/2024
NE,Emergency Department,OP_18d_MEDIUM_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (moderate),244,,01/01/2024,12/31/2024
NE,Emergency Department,OP_18d_VERY_HIGH_MIN,Average (median) time transfer patients spent in the emergency department before leaving from the visit. A lower number of minutes is better (very high),356,,01/01/2024,12/31/2024
