"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
31C0001116,RIVER DRIVE SURGERY CENTER LLC,619 RIVER DR 1ST FLOOR,ELMWOOD PARK,NJ,07407,,(201) 703-2900,96,4,0,98,88,9,3,92,81,16,3,92,79,18,3,92,3,1586,343,22,01/01/2024,12/31/2024
31C0001119,NORTH JERSEY GASTROENTEROLOGY & ENDOSCOPY CENTER,1825 ROUTE 23,WAYNE,NJ,07470,,(973) 996-4009,96,4,0,98,89,8,3,93,86,11,3,94,85,12,3,93,3,446,132,30,01/01/2024,12/31/2024
31C0001121,CARES SURGICENTER LLC,240 EASTON AVE.,NEW BRUNSWICK,NJ,08901,,(732) 565-5400,93,5,2,95,90,8,2,94,80,17,3,93,83,17,0,94,"3,10",195,39,20,01/01/2024,12/31/2024
31C0001122,FLORHAM PARK ENDOSCOPY CENTER,195 COLUMBIA TURNPIKE,FLORHAM PARK,NJ,07932,,(908) 868-0754,99,1,0,99,93,6,1,96,93,6,1,97,95,5,0,98,3,453,129,28,01/01/2024,12/31/2024
31C0001123,CENTENNIAL SURGERY CENTER,502 CENTENNIAL BLVD. STE. 1,VOORHEES,NJ,08043,,(856) 874-0790,,,,,,,,,,,,,,,,,1,,,,,
31C0001126,SHREWSBURY SURGERY CENTER,655 SHREWSBURY AVE,SHREWSBURY,NJ,07702,,(732) 450-6000,98,2,0,99,91,7,2,95,93,5,2,96,89,10,1,96,,1173,321,27,01/01/2024,12/31/2024
31C0001132,THE ENDO CENTER AT VOORHEES,93 COOPER RD,VOORHEES,NJ,08043,,(856) 770-1920,99,1,0,99,96,4,0,98,93,7,0,97,94,6,0,98,3,496,115,23,01/01/2024,12/31/2024
31C0001135,THE CENTER FOR AMBULATORY SURGERY,1450 ROUTE 22 WEST,MOUNTAINSIDE,NJ,07092,,(908) 233-2020,97,2,1,98,95,4,1,97,92,7,1,96,90,7,3,95,3,459,106,23,01/01/2024,12/31/2024
31C0001139,MERCER COUNTY SURGERY CENTER LLC,3120 PRINCETON PIKE,LAWRENCEVILLE,NJ,08648,,(609) 895-0290,96,3,1,98,92,6,2,95,87,12,1,96,87,12,1,95,3,401,129,33,01/01/2024,12/31/2024
31C0001147,SAME DAY SURGERY CENTER,225 MAY ST UNIT C,EDISON,NJ,08837,,(732) 661-0570,99,1,0,99,90,8,2,94,91,8,1,95,84,14,2,94,,1145,264,23,01/01/2024,12/31/2024
31C0001148,ESSEX ENDOSCOPY CENTER OF NJ LLC,275 CHESTNUT ST,NEWARK,NJ,07105,,(973) 589-5545,96,4,0,98,92,7,1,95,84,15,1,94,85,13,2,94,3,664,105,16,01/01/2024,12/31/2024
31C0001149,MAY STREET SURGI CENTER LLC,205 MAY ST. STE. 103,EDISON,NJ,08837,,(732) 661-9075,98,2,0,99,93,6,1,96,93,6,1,96,92,6,2,96,3,1025,245,24,01/01/2024,12/31/2024
31C0001150,DENVILLE SURGERY CENTER,3130 ROUTE 10 WEST SUITE 200,DENVILLE,NJ,07834,,(973) 328-3475,97,3,0,99,94,5,1,96,90,9,1,96,87,11,2,95,,849,234,28,01/01/2024,12/31/2024
31C0001152,ENDOSCOPY CENTER OF HACKENSACK LLC DBA HACKENSACK ENDOSCOPY CENTER,170 PROSPECT AVE  SUITE 10,HACKENSACK,NJ,07601,,(201) 498-0030,97,3,0,98,90,8,2,94,93,5,2,95,90,8,2,96,,857,191,22,01/01/2024,12/31/2024
31C0001153,TOMS RIVER SURGERY CENTER,1430 HOOPER AVE SUITE 301,TOMS RIVER,NJ,08753,,(732) 240-2277,99,1,0,99,95,3,2,97,94,6,0,97,92,7,1,97,,955,300,31,01/01/2024,12/31/2024
31C0001154,ADVANCED ENDOSCOPY AND SURGICAL CENTER LLC,142 ROUTE 35 SUITE 101,EATONTOWN,NJ,07724,,(732) 935-0031,97,3,0,99,90,8,2,94,90,9,1,95,89,7,4,94,3,687,167,24,01/01/2024,12/31/2024
31C0001160,HAMILTON ENDOSCOPY AND SURGERY CENTER LLC,"1235 WHITE HORSE MERCERVILLE RD, SUITE 310",HAMILTON,NJ,08619,,(609) 581-6610,97,3,0,98,91,7,2,94,90,8,2,95,86,13,1,95,,1161,304,26,01/01/2024,12/31/2024
31C0001162,SUBURBAN ENDOSCOPY CENTER LLC,799 BLOOMFIELD AVE.,VERONA,NJ,07044,,(973) 571-1600,98,2,0,99,87,11,2,92,88,12,0,95,87,11,2,95,,961,215,22,01/01/2024,12/31/2024
31C0001167,NORTH FULLERTON SURGERY CENTER LLC,37 NORTH FULLERTON AVE.,MONTCLAIR,NJ,07042,,(973) 233-0433,99,1,0,99,97,1,2,98,95,2,3,98,95,2,3,97,"3,6",214,61,29,01/01/2024,12/31/2024
31C0001171,AFFILIATED ENDOSCOPY SERVICES OF CLIFTON,925 CLIFTON AVE SUITE 100,CLIFTON,NJ,07013,,(973) 798-6900,97,3,0,99,94,5,1,96,92,8,0,96,87,10,3,94,"3,6",574,74,13,01/01/2024,12/31/2024
31C0001174,SURGICARE SURGICAL ASSOCIATES OF ORADELL LLC,555 KINDERKAMACK RD,ORADELL,NJ,07649,,(201) 855-8364,,,,,,,,,,,,,,,,,1,,,,,
31C0001176,MT LAUREL ENDOSCOPY CENTER LP,15000 MIDLANTIC DR SUITE 110,MOUNT LAUREL,NJ,08054,,(856) 996-4001,98,2,0,99,90,8,2,94,89,10,1,96,90,9,1,97,3,1019,154,15,01/01/2024,12/31/2024
31C0001177,NEW JERSEY SURGERY CENTER LLC,1225 WHITEHORSE MERCERVILLE ROAD BLDG D SUITE 209,MERCERVILLE,NJ,08619,,(609) 581-6202,97,2,1,98,91,7,2,94,86,12,2,94,84,15,1,94,3,559,178,32,01/01/2024,12/31/2024
31C0001185,SHORT HILLS SURGERY CENTER,187 MILLBURN AVENUE,MILLBURN,NJ,07041,,(973) 671-0555,97,3,0,98,94,6,0,97,94,5,1,97,91,8,1,96,3,578,146,25,01/01/2024,12/31/2024
31C0001187,HUDSON CROSSING SURGERY CENTER,2 EXECUTIVE DR,FORT LEE,NJ,07024,,(201) 292-3154,98,2,0,99,93,6,1,96,92,6,2,96,85,13,2,94,3,522,105,20,01/01/2024,12/31/2024
31C0001191,SADDLE RIVER VALLEY SURGICAL CENTER,1 WEST RIDGEWOOD AVE. G-03,PARAMUS,NJ,07652,,(201) 447-2677,98,2,0,99,93,6,1,96,93,6,1,97,92,7,1,97,,1039,135,13,01/01/2024,12/31/2024
31C0001193,LAKEWOOD SURGERY CENTER LLC,1215 ROUTE 70 SUITE 2000,LAKEWOOD,NJ,08701,,(732) 719-1800,99,1,0,100,93,5,2,96,93,6,1,96,91,9,0,97,,859,295,34,01/01/2024,12/31/2024
31C0001197,METROPOLITAN NEW JERSEY LLC DBA METROPOLITAN SURGERY CENTER,433 HACKENSACK AVE,HACKENSACK,NJ,07601,,(201) 527-6800,98,2,0,99,92,6,2,95,85,14,1,94,81,16,3,92,,937,208,22,01/01/2024,12/31/2024
31C0001199,CENTER FOR BONE AND JOINT SURGERY DBA NORTHERN MONMOUTH REGIONAL SURGERY CENTER LLC,195 ROUTE 9 SOUTH SUITE 210,MANALAPAN,NJ,07726,,(732) 921-2305,99,1,0,100,94,5,1,97,95,5,0,97,89,10,1,96,,717,216,30,01/01/2024,12/31/2024
31C0001201,HANOVER NJ ENDOSCOPY ASC LLC DBA HANOVER ENDOSCOPY CENTER,91 SOUTH JEFFERSON RD  SUITE 300,WHIPPANY,NJ,07981,,(908) 868-0754,97,3,0,99,91,7,2,95,90,9,1,96,87,11,2,95,3,1688,403,24,01/01/2024,12/31/2024
31C0001204,SURGICAL CENTER AT MILLBURN LLC,37 E. WILLOW ST,MILLBURN,NJ,07041,,(973) 912-8111,95,3,2,97,90,7,3,93,77,19,4,93,82,14,4,92,"3,10",125,26,21,01/01/2024,12/31/2024
31C0001205,PARAMUS ENDOSCOPY LLC DBA ENDOSCOPY CENTER OF BERGEN COUNTY,80 EISENHOWER DR SUITE 100,PARAMUS,NJ,07652,,(201) 336-1100,98,2,0,99,90,8,2,94,91,8,1,95,90,9,1,96,,1416,307,22,01/01/2024,12/31/2024
31C0001208,PREMIER ENDOSCOPY LLC,164 BRIGHTON RD.,CLIFTON,NJ,07012,,(973) 859-3700,98,2,0,99,93,6,1,96,91,8,1,96,88,12,0,96,3,606,110,18,01/01/2024,12/31/2024
31C0001213,MEADOWS SURGERY CENTER,75 ORIENT WAY SUITE 101,RUTHERFORD,NJ,07070,,(201) 661-7500,,,,,,,,,,,,,,,,,1,,,,,
31C0001216,AMBULATORY SURGICAL CENTER OF SOMERVILLE LLC DBA SOMERSET AMBULATORY SURGICAL CENTER,1 US HWY 206 NORTH,SOMERVILLE,NJ,08876,,(908) 393-8360,97,3,0,98,90,8,2,94,85,12,3,94,84,13,3,93,,860,232,27,01/01/2024,12/31/2024
31C0001218,MILLENNIUM SURGICAL CENTER LLC,"2090 SPRINGDALE RD., SUITE A",CHERRY HILL,NJ,08003,,(856) 751-4555,98,2,0,99,96,3,1,98,90,9,1,96,86,12,2,94,,1289,218,17,01/01/2024,12/31/2024
31C0001223,ATLANTICARE SURGERY CENTER-OCEAN COUNTY,798 ROUTE 539 BUILDING A SUITE 1,LITTLE EGG HARBOR,NJ,08087,,(609) 296-1122,99,1,0,99,95,4,1,97,94,5,1,97,95,4,1,98,,859,331,39,01/01/2024,12/31/2024
31C0001250,ENDOSCOPY CENTER OF TOMS RIVER,473 LAKEHURST RD,TOMS RIVER,NJ,08755,,(732) 349-3898,98,2,0,99,94,5,1,97,95,3,2,97,95,3,2,97,3,485,186,38,01/01/2024,12/31/2024
31C0001253,KHS AMBULATORY SURGICAL CENTER,405 HURFFVILLE-CROSSKEYS RD SUITE 210,SEWELL,NJ,08080,,(856) 582-2072,98,2,0,99,92,6,2,95,90,8,2,96,90,9,1,96,,933,345,37,01/01/2024,12/31/2024
31C0001261,COASTAL ENDO LLC,175 GUNNING RIVER RD,BARNEGAT,NJ,08005,,(609) 698-0700,96,4,0,98,95,4,1,97,89,10,1,95,90,9,1,96,,860,222,26,01/01/2024,12/31/2024
31C0001269,SURGICAL SPECIALISTS AT PRINCETON LLC,136 MAIN ST. STE. 100,PRINCETON,NJ,08540,,(609) 853-2261,98,2,0,99,92,7,1,95,88,11,1,95,88,12,0,96,,1242,348,28,01/01/2024,12/31/2024
31C0001271,SPECIALTY SURGICAL CENTER OF NORTH BRUNSWICK LLC,1520 ROUTE 130 SUITE 102,NORTH BRUNSWICK,NJ,08902,,(732) 422-9900,99,0,1,100,96,2,2,97,91,8,1,96,93,3,4,95,"3,6",389,66,17,01/01/2024,12/31/2024
31C0001295,UNIVERSITY CENTER FOR AMBULATORY SURGERY LLC,2 WORLDS FAIR DR.,SOMERSET,NJ,08873,,(201) 855-8364,98,2,0,99,90,9,1,95,89,9,2,95,90,4,6,94,"3,6",173,50,29,01/01/2024,12/31/2024
31C0001305,VANGUARD ASC LLC DBA VANGUARD SURGICAL CENTER,113 ESSEX STREET,MAYWOOD,NJ,07607,,(201) 291-9100,99,1,0,99,95,4,1,97,96,3,1,97,91,7,2,96,,909,259,28,01/01/2024,12/31/2024
31C0001323,WEST ORANGE ASC LLC,101 OLD SHORT HILLS RD,WEST ORANGE,NJ,07052,,(973) 322-6373,99,1,0,100,92,7,1,96,92,8,0,96,88,11,1,95,3,615,111,18,01/01/2024,12/31/2024
31C0001334,BRIDGEWATER AMBUALTORY SURGERY CENTER LLC,1121 HIGHWAY 22 WEST SUITE 301,BRIDGEWATER,NJ,08807,,(908) 234-4146,97,2,1,98,96,3,1,98,91,6,3,94,89,11,0,96,"3,10",194,46,24,01/01/2024,12/31/2024
31C0001341,ATLANTICARE CENTER FOR ORTHOPEDIC SURGERY,2500 ENGLISH CREEK AVE SUITE 1201,EGG HARBOR TWP,NJ,08234,,(609) 383-6493,99,1,0,99,95,4,1,97,95,4,1,97,91,7,2,95,,1319,474,36,01/01/2024,12/31/2024
31C0001347,SJV MANAGEMENT LLC DBA SOUTH JERSEY VASCULAR SURGERY CENTER,200 CENTURY PARKWAY SUITE E,MOUNT LAUREL,NJ,08054,,(856) 482-2800,99,1,0,99,91,5,4,94,94,5,1,97,96,4,0,99,3,654,214,35,01/01/2024,12/31/2024
31C0001351,TEAMMD SURGERY CENTER LLC DBA TEAMMD SURGERY CENTER LLC,1167 MCBRIDE AVENUE SUITE 4,WOODLAND PARK,NJ,07424,,(973) 779-7361,,,,,,,,,,,,,,,,,1,,,,,
31C0001360,SURGICARE SURGICAL ASSOCIATES OF JERSEY CITY LLC,631 GRAND STREET,JERSEY CITY,NJ,07304,,(201) 830-2280,,,,,,,,,,,,,,,,,1,,,,,
32C0001009,THE ENDOSCOPY CENTER OF SANTA FE,1630 HOSPITAL DR SUITE A,SANTA FE,NM,87505,,(505) 988-3373,95,4,1,97,91,7,2,94,88,9,3,94,83,13,4,93,3,779,249,32,01/01/2024,12/31/2024
32C0001107,NEW MEXICO ORTHOPAEDIC SURGERY CENTER LP DBA NEW MEXICO ORTHOPAEDIC SURGERY CENTER,201 CEDAR ST SOUTHEAST SUITE 7650,ALBUQUERQUE,NM,87106,,(505) 724-4394,97,2,1,98,91,7,2,95,88,10,2,95,86,12,2,94,,1418,386,27,01/01/2024,12/31/2024
32C0001113,MOUNTAINVIEW SURGERY CENTER,4351 EAST LOHMANAVENUE SUITE 102,LAS CRUCES,NM,88011,,(575) 536-3310,,,,,,,,,,,,,,,,,1,,,,,
32C0001127,PRESBYTERIAN HOSPITAL ASC,201 CEDAR ST SOUTHEAST SUITE 7650,ALBUQUERQUE,NM,87106,,(505) 357-3567,95,4,1,97,86,11,3,92,85,12,3,93,72,25,3,89,,997,213,21,01/01/2024,12/31/2024
32C0001129,PRESBYTERIAN RUST MEDICAL CENTER ASC LLC DBA NEW MEXICO SURGERY CENTER MULTI SPECIALTY,2400 UNSER BOULEVARD SOUTHEAST SUITE 09100B,RIO RANCHO,NM,87124,,(000) 000-0000,98,2,0,99,94,5,1,97,93,7,0,97,92,8,0,97,,1398,359,26,01/01/2024,12/31/2024
33C0001004,EYE HEALTH ASSOCIATES INC,170 MAPLE RD.,WILLIAMSVILLE,NY,14221,,(716) 632-2020,99,1,0,99,93,5,2,96,88,9,3,95,87,11,2,94,"3,10",122,45,37,01/01/2024,12/31/2024
33C0001007,ENDO GROUP LLC DBA GARDEN CITY SURGICENTER,400 ENDO BLVD,GARDEN CITY,NY,11530,,(516) 832-8504,94,5,1,96,90,9,1,95,85,12,3,93,82,16,2,93,3,396,112,28,01/01/2024,12/31/2024
33C0001009,AMBULATORY SURGERY CENTER OF GREATER NEW YORK LLC,1101 PELHAM PARKWAY,BRONX,NY,10469,,(718) 405-3899,,,,,,,,,,,,,,,,,1,,,,,
33C0001012,MILLARD FILLMORE SURGERY CENTER LLC,215 KLEIN RD.,WILLIAMSVILLE,NY,14221,,(716) 568-6184,,,,,,,,,,,,,,,,,1,,,,,
33C0001014,MELVILLE SC LLC,1895 WALT WHITMAN RD.,MELVILLE,NY,11747,,(631) 293-9700,,,,,,,,,,,,,,,,,1,,,,,
33C0001024,BUFFALO AMBULATORY SERVICES INC DBA BUFFALO AMBULATORY SURGERY CENTER,3095 HARLEM RD,CHEEKTOWAGA,NY,14225,,(716) 896-3815,97,2,1,98,92,6,2,95,90,8,2,95,84,15,1,94,3,375,127,34,01/01/2024,12/31/2024
33C0001051,BUFFALO SURGERY CENTER LLC,3921 SHERIDAN DR,AMHERST,NY,14226,,(716) 250-6520,97,3,0,98,89,9,2,94,89,8,3,95,88,10,2,95,3,1735,426,25,01/01/2024,12/31/2024
33C0001067,LYNBROOK SC LLC DBA LYNBROOK SURGERY CENTER,444 MERRICK RD SUITE 400,LYNBROOK,NY,11563,,(516) 256-2102,99,1,0,100,87,11,2,93,91,9,0,96,88,11,1,96,3,495,125,25,01/01/2024,12/31/2024
33C0001069,DIGESTIVE HEALTH CENTER OF HUNTINGTON,195 EAST MAIN ST,HUNTINGTON,NY,11743,,(631) 385-8677,98,2,0,99,92,7,1,96,93,5,2,96,87,10,3,94,3,871,201,23,01/01/2024,12/31/2024
33C0001070,ENDOSCOPY CENTER OF LONG ISLAND LLC,711 STEWART AVE,GARDEN CITY,NY,11530,,(516) 227-3254,98,2,0,99,92,6,2,95,90,8,2,95,88,11,1,95,3,1009,231,23,01/01/2024,12/31/2024
33C0001073,BRIGHTON SURGERY CENTER LLC,"980 WESTFALL RD, SUITE 300",ROCHESTER,NY,14618,,(585) 295-8500,98,2,0,99,94,5,1,97,93,6,1,96,93,6,1,97,3,1172,478,41,01/01/2024,12/31/2024
33C0001078,KIPS BAY ENDOSCOPY CENTER LLC,535 2ND AVE,NEW YORK,NY,10016,,(212) 889-5477,95,5,0,97,87,10,3,92,84,12,4,93,85,11,4,93,3,619,111,18,01/01/2024,12/31/2024
33C0001082,SARATOGA SCHENECTADY ENDOSCOPY CENTER LLC,1 WELLNESS DR,BURNT HILLS,NY,12027,,(518) 831-1550,99,1,0,99,95,4,1,97,97,3,0,98,96,4,0,98,3,395,121,31,01/01/2024,12/31/2024
33C0001094,HUDSON VALLEY AMBULATORY SURGERY LLC,75 CRYSTAL RUN RD BUILDING B SUITE 225,MIDDLETOWN,NY,10941,,(845) 692-9900,97,3,0,98,90,7,3,93,89,9,2,95,91,8,1,97,3,501,197,41,01/01/2024,12/31/2024
33C0001104,UPSTATE ORTHOPEDICS AMBULATORY SURGERY CENTER LLC,6620 FLY RD. STE. 200,EAST SYRACUSE,NY,13057,,(315) 432-5960,99,1,0,99,93,5,2,96,93,5,2,96,89,9,2,95,"3,10",165,41,25,01/01/2024,12/31/2024
33C0001112,SOUTH SHORE SC LLC,"53 BRENTWOOD RD, SUITE F",BAY SHORE,NY,11706,,(631) 647-5550,99,1,0,99,93,6,1,96,91,8,1,96,87,12,1,95,3,1036,240,23,01/01/2024,12/31/2024
33C0001122,SURGICAL SPECIALTY CENTER OF WESTCHESTER,440 MAMARONECK AVE SUITE 410,HARRISON,NY,10528,,(914) 421-0115,97,2,1,98,90,8,2,94,87,10,3,94,84,12,4,93,3,931,219,24,01/01/2024,12/31/2024
33C0001133,ROOSEVELT SURGERY CENTER LLC DBA MANHATTAN SURGERY CENTER,619 WEST 54TH ST SUITE 602,NEW YORK,NY,10019,,(212) 231-7897,,,,,,,,,,,,,,,,,1,,,,,
33C0001153,MARK FROMER LLC DBA EYE SURGERY CENTERS OF NEW YORK,3130 GRAND CONCOURSE B5,BRONX,NY,10458,,(718) 502-3937,,,,,,,,,,,,,,,,,1,,,,,
33C0001159,NORTHWAY SPC LLC,1596 ROUTE 9,HALFMOON,NY,12065,,(518) 371-6772,99,1,0,100,95,4,1,98,100,0,0,100,100,0,0,100,"3,10",57,26,46,01/01/2024,12/31/2024
33C0001160,AMBULATORY SURGERY CENTER OF NIAGARA,6500 PORTER RD,NIAGARA FALLS,NY,14304,,(716) 285-2020,98,2,0,99,95,4,1,97,90,8,2,96,90,7,3,95,3,514,216,42,01/01/2024,12/31/2024
33C0001164,SOUTHTOWNS SURGERY CENTER LLC,5959 BIG TREE ROAD STE 100,ORCHARD PARK,NY,14127,,(000) 000-0000,97,3,0,98,95,4,1,97,86,10,4,94,91,9,0,97,6,177,70,40,01/01/2024,12/31/2024
33C0001165,RICHMOND PAIN MANAGEMENT ASC,1360 HYLAN BLVD,STATEN ISLAND,NY,10305,,(718) 208-4418,97,3,0,98,86,8,6,90,91,6,3,96,86,13,1,95,"3,6",315,66,21,01/01/2024,12/31/2024
33C0001170,HSS ASC OF MANHATTAN DBA HOSPITAL FOR SPECIAL SURGERY,1233 2ND AVE,NEW YORK,NY,10065,,(212) 774-2917,97,3,0,98,94,6,0,97,89,8,3,96,94,3,3,96,"3,10",187,28,15,01/01/2024,12/31/2024
33C0001175,COLONIE ASC LLC DBA SPECIALTY EYE SURGERY AND LASER CENTER OF THE CAPITAL REGION,207 TROY-SCHENECTADY RD,LATHAN,NY,12110,,(518) 389-2869,98,2,0,99,90,8,2,94,88,8,4,95,87,11,2,95,"3,6",128,61,48,01/01/2024,12/31/2024
33C0001176,PORT JEFFERSON SURGERY CENTER,1500 ROUTE 1R BUILDING 4,PORT JEFFERSON STATIO,NY,11776,,(631) 828-3555,98,2,0,99,92,7,1,95,90,8,2,96,87,11,2,95,3,950,295,31,01/01/2024,12/31/2024
33C0001181,ENDO GROUP LLC DBA SYOSSET SURGICENETER,240 JERICHO TURNPIKE,SYOSSET,NY,11791,,(000) 000-0000,97,3,0,98,90,7,3,94,88,11,1,95,84,13,3,93,3,764,197,26,01/01/2024,12/31/2024
33C0001185,HOSPITAL FOR SPECIAL SURGERY WEST SIDE AMBULATORY SURGERY CENTER DBA HSS WEST SIDE ASC,610 WEST 58TH STREET,NEW YORK,NY,10019,,(646) 495-3300,100,0,0,100,93,6,1,96,96,4,0,99,99,1,0,100,"3,6",370,53,14,01/01/2024,12/31/2024
33C0001192,QUEENS SURGICAL CENTER,3636 MAIN STREET,FLUSHING,NY,11354,,(000) 000-0000,,,,,,,,,,,,,,,,,1,,,,,
33C0001203,UWS ASC LLC DBA UPPER WEST SIDE ENDOSCOPY,230 WEST 74TH STREET,NEW YORK,NY,10023,,(203) 894-2162,99,1,0,99,96,4,0,98,96,4,0,98,92,8,0,97,"3,6",355,67,19,01/01/2024,12/31/2024
33C0001212,HARLEM ROAD AMBULATORY SURGERY CENTER LLC,3085 HARLEM ROAD SUITE 300,CHEEKTOWAGA,NY,14225,,(716) 748-3600,96,4,0,98,84,13,3,91,81,15,4,92,73,24,3,89,,574,181,32,01/01/2024,12/31/2024
33C0001215,SUNRISE SURGERY CENTER LLC DBA PUREVISION SURGERY CENTER,3349 SOUTHWESTERN BOULEVARD,ORCHARD PARK,NY,14127,,(716) 474-6100,99,0,1,99,94,4,2,96,94,4,2,97,92,7,1,97,3,362,194,54,01/01/2024,12/31/2024
34C0001000,SURGICENTER OF EASTERN CAROLINA LLC DBA VIDANT SURGICENTER,102 BETHESDA DR,GREENVILLE,NC,27834,,(252) 847-2626,98,2,0,99,93,6,1,96,94,5,1,97,92,7,1,96,,1671,395,24,01/01/2024,12/31/2024
34C0001025,GRAYSTONE EYE SURGERY CENTER LLC,"2424 CENTURY PL, SE",HICKORY,NC,28602,,(828) 304-6602,97,3,0,98,94,5,1,97,87,11,2,95,86,10,4,93,3,979,126,13,01/01/2024,12/31/2024
34C0001028,GASTROENTEROLOGY ASSOCIATES OF THE PIEDMONT PA,1901 S. HAWTHORNE RD SUITE 308,WINSTON SALEM,NC,27103,,(336) 714-3511,97,3,0,98,92,7,1,96,87,8,5,94,85,12,3,93,"3,6",186,60,33,01/01/2024,12/31/2024
34C0001034,ENDOSCOPY CENTER OF NORTH CAROLINA DIGESTIVE HEALTH PARTNERS,191 BILTMORE AVE,ASHEVILLE,NC,28801,,(828) 350-3647,98,2,0,99,92,8,0,96,90,10,0,95,90,5,5,93,"3,10",153,42,27,01/01/2024,12/31/2024
34C0001035,LEBAUER ENDOSCOPY CENTER,520 N. ELAM AVE 4TH FLOOR,GREENSBORO,NC,27403,,(336) 323-5259,99,1,0,99,96,3,1,98,96,3,1,97,92,7,1,97,,3564,934,26,01/01/2024,12/31/2024
34C0001039,RALEIGH ENDOSCOPY CENTER MAIN,2417 ATRIUM DR SUITE 101,RALEIGH,NC,27607,,(919) 239-8602,96,4,0,98,91,6,3,94,86,10,4,94,78,17,5,90,3,509,134,26,01/01/2024,12/31/2024
34C0001048,THE SURGICAL CENTER OF MOREHEAD CITY,3714 GUARDIAN AVE SUITE W,MOREHEAD CITY,NC,28557,,(252) 222-5891,99,1,0,99,95,5,0,97,95,4,1,97,94,4,2,97,3,420,148,35,01/01/2024,12/31/2024
34C0001108,CAROLINA CENTER FOR SPECIALTY SURGERY,1822 BRUNSWICK AVE,CHARLOTTE,NC,28207,,(704) 831-4420,,,,,,,,,,,,,,,,,1,,,,,
34C0001112,NOVANT HEALTH SOUTHPARK SURGERY CENTER,6035 FAIRVIEW RD SUITE 3,CHARLOTTE,NC,28210,,(336) 277-8770,96,4,0,98,93,5,2,96,88,9,3,95,85,12,3,93,,2003,342,17,01/01/2024,12/31/2024
34C0001115,FAYETTEVILLE GASTROENTEROLOGY ENDOSCOPY CENTER LLC,2041 VALLEYGATE DR,FAYETTEVILLE,NC,28304,,(910) 223-1632,98,2,0,99,90,9,1,95,93,7,0,96,85,7,8,90,"3,6",210,52,25,01/01/2024,12/31/2024
34C0001121,GASTROENTEROLOGY ASSOCIATES OF THE PIEDMONT PA,875 BETHESDA RD,WINSTON SALEM,NC,27103,,(336) 714-3511,99,1,0,99,94,5,1,97,98,2,0,98,94,6,0,98,"3,6",211,51,26,01/01/2024,12/31/2024
34C0001123,RALEIGH ENDOSCOPY CENTER NORTH,8300 HEALTH PARK SUITE 210,RALEIGH,NC,27615,,(919) 256-7982,98,2,0,99,92,6,2,95,97,2,1,96,90,9,1,96,"3,6",424,87,21,01/01/2024,12/31/2024
34C0001127,DUKE TRIANGLE ENDOSCOPY CENTER,249 EAST NC HWY 54 SUITE 210,DURHAM,NC,27522,,(919) 433-8545,95,5,0,98,89,9,2,94,85,10,5,94,83,13,4,93,3,456,131,29,01/01/2024,12/31/2024
34C0001141,WESTERN CAROLINA ENDOSCOPY CENTER LLC,197 RIVERVIEW ST,FRANKLIN,NC,28734,,(828) 349-3636,99,1,0,99,97,3,0,98,96,4,0,97,91,9,0,97,"3,10",148,35,24,01/01/2024,12/31/2024
34C0001144,VIEWMONT SURGERY CENTER,50 13TH AVE NORTHEAST SUITE 1,HICKORY,NC,28601,,(828) 624-1272,97,2,1,98,88,8,4,92,89,8,3,96,87,13,0,96,"3,6",209,61,29,01/01/2024,12/31/2024
34C0001145,RALEIGH ENDOSCOPY CENTER CARY,1505 SOUTHWEST CARY PARKWAY,CARY,NC,27511,,(919) 355-1672,99,1,0,99,92,6,2,95,95,5,0,97,92,8,0,97,3,443,116,26,01/01/2024,12/31/2024
34C0001147,BOICE-WILLIS CLINIC,901 NORTH WINSTEAD AVE SUITE 310,ROCKY MOUNT,NC,27804,,(252) 937-0299,97,3,0,99,92,7,1,96,92,7,1,96,86,10,4,93,"3,6",221,53,24,01/01/2024,12/31/2024
34C0001154,NOVANT HEALTH BALLANTYNE OUTPATIENT SURGERY,200 HAWTHORNE LANE,CHARLOTTE,NC,28204,,(336) 277-8770,99,1,0,99,93,5,2,96,93,5,2,96,88,10,2,95,,2230,303,14,01/01/2024,12/31/2024
34C0001155,GUILORD ENDOSCOPY CENTER,1593 YANCEYVILLE ST SUITE 100,GREENSBORO,NC,27405,,(336) 553-3190,98,2,0,99,93,6,1,96,90,9,1,96,91,7,2,96,3,456,148,32,01/01/2024,12/31/2024
